text,label,source,original_liar_label,pred,proba_fake,model_conf
bbbut that can t be right maybe we should change the way we poll the reutersipsos polling team announced friday that they are dropping the neither option from their presidential preference polls after their tracking polls showed a 17point swing in favor of the republican nominee donald j trump exposing the secret trump voters democrats fear in a presidential campaign notable for its negativity the option of neither candidate appears to be an appealing alternative at least to participants in the reutersipsos opinion poll wrote maurice tamman the leader of the reuters news service s new york citybased data mining and investigative reporting team many voters on both sides have been ambivalent in their support for democratic nominee hillary clinton and republican nominee donald trump complicating the task of the pollsters trying to track the race breitbart news noted the 17point swing for trump which seems to have set off alarm bells at reutersreuters has a reputation for accurate polling so it is significant that mamman made this decision as the presidential campaign enters its last 100 days with both conventions adjourned in the nearly five years reutersipsos has been offering the neitherother option to respondents in presidential polling it has never yielded such a skew he wrote the results highlight how poll designs and methodologies can yield significantly differing results and how important differences can emerge from the way a question is framed the real problem this year s polling presents to democrats is the reluctance especially among more educated voters to confess their support of trump other pollsters have noted the divergence between polls conducted with live operators and robophone calls live operators have long been considered the preferred most accurate method inside the polling community however live operator polls uniformly show lower support for trump than online or automaticdial phone pollsmuch has been made of trump s lack of support among collegeeducated whites a stronghold of republican support but it could very well be that these people susceptible to social perceptions have not abandoned the republican nominee but are giving the socially acceptable answer until they are alone in the voting booth via breitbart news,1,ISOT_FAKE,,0,0.03870770604829295,0.961292293951707
there were 2 billion in earmarks in fiscal year 2012,1,LIAR,false,0,0.038790953287747634,0.9612090467122524
in texas weve had three isisrelated incidents already,0,LIAR,half-true,1,0.9603420550236355,0.9603420550236355
says crist campaign website has eliminated all references to our republican party,1,LIAR,false,0,0.039945448858846634,0.9600545511411533
every time you buy an airline ticket the federal government runs a background check on you,1,LIAR,barely-true,0,0.040446147744891484,0.9595538522551085
an obamacare slush fund paid to spay and neuter dogs and cats then counted it as an antiobesity campaign,1,LIAR,false,0,0.04108016790991214,0.9589198320900879
a new republican litmus test would have resulted in the gop kicking out ronald reagan,0,LIAR,half-true,1,0.9578308124956355,0.9578308124956355
we had bipartisan legislation that got through the senate that would have prevented bonuses like aigs and then somehow mysteriously disappeared,0,LIAR,mostly-true,1,0.9563867612745183,0.9563867612745183
says obama flipflopped on a gastax holiday,1,LIAR,barely-true,0,0.04383251290926101,0.956167487090739
the united states can immediately tap a domestic energy resource of more than 15 trillion barrels of oil six times more than saudi arabia,1,LIAR,barely-true,0,0.04456557865129512,0.9554344213487049
there was never a single shred of evidence presented to anyone thatthe attacks in benghazi libya were spontaneous and in fact the cia themselves understood that early on,0,LIAR,half-true,1,0.9531185045514408,0.9531185045514408
says abraham lincoln tried to buy slavesfreedom in border states but the states all rejected it,0,LIAR,true,1,0.9526543685199474,0.9526543685199474
we spend half a trillion dollars a year in tax preparation,1,LIAR,barely-true,0,0.048467094146989166,0.9515329058530109
says his fatherinlaw former gov linwood holton integrated virginia public schools,0,LIAR,half-true,1,0.9508692552472751,0.9508692552472751
says charlie bass supports paul ryan plan that forces seniors to pay 6400 a year more for health care so millionaires can pay less in taxes,1,LIAR,barely-true,0,0.04991212330649236,0.9500878766935077
apparently it takes just one american student to destroy the unity in north koreanorth korea has detained a us university student the third western citizen known to be held in the isolated state for committing a hostile act and wanting to destroy the country s unity it said on fridayand was detained at pyongyang airport on jan 2 ahead of a flight back to china said gareth johnson of young pioneer tours which organized the visitaccording to the north s official kcna news agency warmbier entered north korea as a tourist and was caught committing a hostile act against the state which it said was tolerated and manipulated by the us government advertisingan official at the us embassy in the south korean capital seoul said it was aware of the reported arrest the us state department in washington had no immediate commentjohnson said chinabased young pioneer tours was in contact with warmbier s family and us officials we are in touch with otto s family the us state department and the embassy of sweden in pyongyang and doing all we can to secure his release johnson told reutersthe swedish embassy represents us interests in north koreakcna said warmbier had entered the country with an aim to destroy the country s unity it did not elaboratevia reuters,1,ISOT_FAKE,,0,0.05098275726126011,0.9490172427387399
saysrand paulhas put out budgets to cut the military in half,1,LIAR,false,0,0.05188649208215663,0.9481135079178433
greg abbott said it would be a waste to expand prek to all texas children,1,LIAR,barely-true,0,0.056336371070588316,0.9436636289294117
al sharpton went to ferguson mo and is declaring as a matter of fact that michael brown didnt use any deadly force or posed no deadly threat to the officer,0,LIAR,true,1,0.942638093943177,0.942638093943177
obama s war on america just got real these acts of terror need to be treated as suchbreaking cleveland police union chief calls on ohio governor to declare state of emergency suspend open carry firearms laws during rnc reuters top news reuters july 17 2016does anyone else find it odd that most of america doesn t even know where the dnc is hosting their convention in two weeks,1,ISOT_FAKE,,0,0.058771520327384,0.941228479672616
every time weve cut taxes revenues have gone up the economy has grown,1,LIAR,false,0,0.05906214029657794,0.940937859703422
republican ideas on health care dont give people an option to even enroll in something that they can afford,0,LIAR,mostly-true,1,0.9400872295713547,0.9400872295713547
in 2001 former federal reserve chairman alan greenspan justified increasing spending and cutting taxes saying that we didnt really need to pay down the debt,1,LIAR,barely-true,0,0.06062232466303887,0.9393776753369611
sayspresident reagans second inaugural was moved inside the capitol it was because of a terrible snowstorm,0,LIAR,mostly-true,1,0.938356941237711,0.938356941237711
there were fewer civilian casualties in cambodia than there have been from american drone attacks,1,LIAR,false,0,0.06242488914150957,0.9375751108584904
young americans for freedom at the university of tennessee where administrators have suggested students use a new set of gender neutral pronouns asked their peers to react to the news how do you think they responded,1,ISOT_FAKE,,0,0.06381591021109764,0.9361840897889023
donna shalala left me with 12 million doses of smallpox vaccine and i created enough to vaccinate every man woman and child against smallpox in america,0,LIAR,true,1,0.9359854829238178,0.9359854829238178
says hillary clinton wanted the wall,0,LIAR,half-true,1,0.9338910735318421,0.9338910735318421
says jeff stone scott walker,0,LIAR,mostly-true,1,0.9329824241694012,0.9329824241694012
you have 200000 to 400000 military veterans on the street in this country on any given day,1,LIAR,false,0,0.06714548855527683,0.9328545114447232
obama hasnt been to iraq in years,0,LIAR,mostly-true,1,0.9315154219536828,0.9315154219536828
says 38 billion in spending cuts in federal budget compromise is less than 1 billion in real cuts,1,LIAR,barely-true,0,0.07223207895269039,0.9277679210473097
says his twitter account has 13 million followers,1,LIAR,barely-true,0,0.0724471715419268,0.9275528284580732
on transparency in dealing with the republican party of floridas financial issues,1,LIAR,false,0,0.07342734009739478,0.9265726599026052
says there are more federal dollars in gov john kasichs budget plan than in the previous state budget,1,LIAR,barely-true,0,0.07495947755680676,0.9250405224431932
what is the maximum number of students allowed in your classroom 30 or more,0,LIAR,half-true,1,0.9247350850637334,0.9247350850637334
the central falls school system spent 100000 on a time clock,1,LIAR,pants-fire,0,0.07652360945557586,0.9234763905444241
says his plan to end the toll on ga 400 fulfills his campaign promise to commuters,1,LIAR,barely-true,0,0.07659160425112296,0.923408395748877
says rick scott thinks employers should be able to deny women coverage for birth control,0,LIAR,mostly-true,1,0.9219596994982434,0.9219596994982434
says mary burkes madison school district will be the only school district left in the state to ignore the act 10 law in the 201516 school year,0,LIAR,mostly-true,1,0.9216028575312315,0.9216028575312315
this type of mass violence does not happen in other advanced countries it doesnt happen in other places with this kind of frequency,1,LIAR,barely-true,0,0.07905402077978706,0.9209459792202129
marco rubio has the no 1absentee record in the united states senate,0,LIAR,mostly-true,1,0.9207265832873507,0.9207265832873507
twothirds of american families rely on the mothers income to stay above the poverty level,1,LIAR,barely-true,0,0.080733197235074,0.919266802764926
milwaukee county has a parks capital budget thats bigger than its been in the last 10 years,1,LIAR,false,0,0.08158523561721233,0.9184147643827877
under gov rick perrys leadership texas has created more jobs over the last decade than the rest of the states combined,1,LIAR,barely-true,0,0.08248023108906721,0.9175197689109328
currently the intelligence community can collect business records on lawabiding americans who have no connection to terrorism,0,LIAR,true,1,0.9174237003019559,0.9174237003019559
about half of the presidents have been governors half of them senators,1,LIAR,false,0,0.08414389989334853,0.9158561001066514
about twothirds of medicaid beneficiaries are children but they account for onethird of the programs cost while onethird are elderly and they account for twothirds of the cost,1,LIAR,barely-true,0,0.0844516233706567,0.9155483766293433
today in america between 40 and 50 percent of all africanamerican babies virtually 1in2 are killed before they are born,1,LIAR,barely-true,0,0.08502230907743923,0.9149776909225608
says newt gingrich has said that we should make the 11 million illegal workers that are in this country legal,1,LIAR,false,0,0.08599710903451067,0.9140028909654894
says fran dewines madefromscratch dinner rolls are a delicious favorite in a traditional thanksgiving dinner,0,LIAR,true,1,0.9137236425264985,0.9137236425264985
says there are no political prisoners in cuba,1,LIAR,false,0,0.08698149377808805,0.9130185062219119
the health care law adds around 800 billion of taxes on the american people it does not discriminate between rich and poor,1,LIAR,false,0,0.08742691880350477,0.9125730811964953
wisconsins technical college graduates have a higher employment rate and starting salaries than fouryear college graduates nationwide,1,LIAR,barely-true,0,0.08753785890350418,0.9124621410964958
barack obama has pledged to reduce the size of the military,1,LIAR,false,0,0.08817533354932351,0.9118246664506765
the republicans alternative health care plan will still let insurers raise premiums four times faster than wages,1,LIAR,false,0,0.0888165835810307,0.9111834164189693
if you already have health insurance through your job or medicare or medicaid or the va nothing in this plan will require you or your employer to change the coverage or the doctor you have,0,LIAR,true,1,0.9107842181180709,0.9107842181180709
forty years ago hardly anybody in the country had health insurance,1,LIAR,pants-fire,0,0.09004489754049388,0.9099551024595061
hedge fund managers and others in private equity pay much lower tax rates on their income than do truck drivers and teachers and nurses,1,LIAR,false,0,0.09021752911172054,0.9097824708882795
says us rep connie mack took seven and a half years to finish college,1,LIAR,barely-true,0,0.09145409435253507,0.908545905647465
the reason why cubans dont have access to 21st century telecommunications like smart phones like access to the internet is because it is illegal in cuba,0,LIAR,mostly-true,1,0.9046693169447394,0.9046693169447394
eightyfive percent of rhode island tax returns that were filed for the year 2010 were from individuals who earned 30000 or less,1,LIAR,pants-fire,0,0.09547307721528651,0.9045269227847135
john mccain said he wouldnt even sit down with the government of spain a nato ally that has troops in afghanistan with us now,1,LIAR,barely-true,0,0.09578342474959418,0.9042165752504058
the us economy is recovering slower than europe,1,LIAR,false,0,0.09659421639096,0.90340578360904
obama won health care for 150000 people,0,LIAR,true,1,0.8968048332479327,0.8968048332479327
women own just 1 percent of the worlds land,1,LIAR,pants-fire,0,0.10449790262581342,0.8955020973741866
women earn only 77 cents for every dollar earned by men in the same position,1,LIAR,barely-true,0,0.10476494312581455,0.8952350568741855
says hillary clinton isunder investigation with the fbi right now,0,LIAR,half-true,1,0.8918643155311916,0.8918643155311916
a threecentsperounce soda tax in philadelphia would result in the loss of 2000 familysustaining teamster union jobs and countless other jobs in the beverage industry,1,LIAR,false,0,0.1092075713906569,0.8907924286093432
general motors is the largest corporation in the world again,1,LIAR,false,0,0.10968005935418274,0.8903199406458173
the seattle times called patty murray a prolific sponsor of earmarks patty even defended the bridge to nowhere,0,LIAR,mostly-true,1,0.8892640430715687,0.8892640430715687
i was filibustered,0,LIAR,mostly-true,1,0.8854847395786982,0.8854847395786982
traditionally presidential candidates release their tax returns mitt romney still wont,0,LIAR,mostly-true,1,0.8824501715659707,0.8824501715659707
in the event of a us strike on syria the russians will replace the weapons immediately theyve said it on the record theyve suggested they might even replace it with better stuff,1,LIAR,barely-true,0,0.11822942996783498,0.881770570032165
after not having any foreign trade offices overseas for the past decade new jersey opened offices in shanghai and london in the past six months and has seen an 18 percent increase in exports,1,LIAR,false,0,0.11988212269739859,0.8801178773026014
in 1950 corporations paid 3 in taxes for every 1 by a worker today they pay 22 cents for every 1 by a worker,1,LIAR,barely-true,0,0.1214849485870802,0.8785150514129199
our most important work has been creating and retaining almost 55000 ohio jobs,1,LIAR,pants-fire,0,0.12195841357446709,0.8780415864255329
the obama administration spent more money on the cash for clunkers program than the space program,1,LIAR,barely-true,0,0.12202599165233052,0.8779740083476695
barack obama wont even use the term war on terrorism,0,LIAR,true,1,0.8757166277961542,0.8757166277961542
says the highspeed rail project provides shortterm jobs,0,LIAR,mostly-true,1,0.874927857427358,0.874927857427358
if it is enacted the senate immigration bill is going to make the border patrol bigger than the fbi you could put one agent every 250 feet,0,LIAR,true,1,0.8746007147312749,0.8746007147312749
on campaign contributions from electric utilities,1,LIAR,false,0,0.12596694848796872,0.8740330515120313
the 2015 legislature passed the fewest laws in 20 years,0,LIAR,true,1,0.8730557424891425,0.8730557424891425
under a law proposed by wisconsin gov scott walker businesses that move into wisconsin dont have to pay any taxes on their income for two years,0,LIAR,true,1,0.8708125265511534,0.8708125265511534
a shocking victory 53 leave 47 stayit was at three oclock in the morning that it became clear that leave would win john rentoul johnrentoul june 24 2016watch here to see the outspoken ukip party leader nigel farage only months ago destroy eu elitist leaders germany s angela merkle and france s francois hollande on their willingness to open their borders to economic migrants and people who have no intention of assimilating in their countriesas results poured in a picture emerged of a sharply divided nation strong proeu votes in the economic and cultural powerhouse of london and semiautonomous scotland were countered by sweeping antiestablishment sentiment for an exit across the rest of england from southern seaside towns to rustbelt former industrial powerhouses in the north a lot of people s grievances are coming out and we have got to start listening to them said deputy labour party leader john mcdonnellwith more than 16 million of an expected 30 million votes counted the result was closely split with the leave ahead by a few hundred thousand votes and remain underperforming analysts expectations few remain strongholds are doing better than expected said john curtice a university of strathclyde political scientist and bbc election analyst there are far more places where leave are doing better than expected it may be possible that the experts are going to have egg on their face later on tonight he saida vote to leave the eu would destabilize the 28nation trading bloc created from the ashes of world war ii to keep the peace in europe a remain vote would nonetheless leave britain divided and the eu scrambling to reformthe british pound plunged to a 31year low on friday as results in the country s european union referendum gave the leave side a small but growing leadthe figures delivered a deep shock to financial markets overturning earlier anticipation of a narrow victory for remain the pound initially soared as polls closed and two opinion surveys put remain ahead and two leading supporters of the leave campaign said it appeared the proeu side had wonbut it then suffered one of its biggest oneday falls in history plummeting from about 150 to below 135 as results suggested a strong possibility the uk would vote to quit the bloc as results poured in a picture emerged of a sharply divided nation strong proeu votes in the economic and cultural powerhouse of london and semiautonomous scotland were countered by sweeping antiestablishment sentiment for an exit across the rest of england from southern seaside towns to rustbelt former industrial powerhouses in the northnigel farage leader of the uk independence party has declared june 23 britain s independence day via uk daily mail birmingham votes to leave full results euref pictwittercom6m86yjwgsf bbc election bbcelection june 24 2016 here is a screen shot of the bbc s most recent polling results for live updates go here bbc nigel farage had said even if the leave campaign loses the referendum we will win this war nigel farage is a big winner todaythe ukip leader said eurosceptics had been dismissed as fringey and fruitcakes in the past but would attract around 50 of votes castwhile remain might edge a win he said the eurosceptic genie is out of the bottle and will not be put back of the eu he said if we do stay part of this union it s doomed it s finished anyway the uk voted on thursday in a referendum on to leave or remain part of the european unionoutspoken ukip party leader nigel farage has won the uk has voted to break free from the globalistvia bbc,1,ISOT_FAKE,,0,0.1316928278515943,0.8683071721484057
says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture including food stamps,1,LIAR,false,0,0.1329359222532199,0.8670640777467801
the wisconsin school voucher program has no research that shows that its going to improve student learning,0,LIAR,mostly-true,1,0.8663482944728103,0.8663482944728103
says thomas jefferson said that government is best which governs least,1,LIAR,false,0,0.1349452646280818,0.8650547353719182
we will have the highest general revenue in state history next year conservative progrowth policies work in our state,1,LIAR,barely-true,0,0.13876274421745155,0.8612372557825485
lorain is the poorest urban school district in the state of ohio,1,LIAR,false,0,0.13987606571321573,0.8601239342867842
an amazing 5400 jobs were lost in the first 12 months of the smoking bans implementation in ohios hospitality industry alone,1,LIAR,false,0,0.1400521111318164,0.8599478888681836
congressional republicans have introduced dozens of bills on social issues and other topics but zero on job creation,1,LIAR,pants-fire,0,0.14114626596114785,0.8588537340388521
chengdu china reuters her stepfather was dying from pulmonary heart disease in an intensive care unit on the other side of the country and zheng yue had to rush to the airport to catch a flight to see him zheng was nervous but outwardly calm as she strode through the airport terminal pulling a carryon bag and looking for her checkin counter the trip was important for her she said she never really knew her biological father who died when she was two her mother s second husband was abusive and she and her mother left him this husband was better and she developed genuine feelings for him as a father now she said she was feeling the pressures of what lay ahead for her and her family a common worry among the generation that sprang from china s onechild policy being an only child means that down the line you ll have to support the whole family she said zheng hadn t always shown such devotion to her family by the time her mother married for the third time zheng was developing a rebellious streak that defined her for much of her youth she started cutting classes in elementary school staying home to watch tv in middle and high school she climbed the school wall and went to internet cafes to play video games she found school boring and her grades showed it i didn t like going to school when i went to class i d immediately be tired exhausted and i didn t like hearing them lecturing about stuff she said as an only child her mother tried to keep her on a tight leash she wasn t allowed to go out alone or have boyfriends in her sheltered world she developed a talent for painting and won school awards when it came time to take the college entrance exam she tested in the fine arts category an easy path to university in china s rigid system when she picked a school zheng used a map to decide choosing one that was far from her hometown of dezhou in shandong province a branch of the university of electronic science and technology of china in chengdu 1700 km 1060 miles away i really wanted to break free of those fetters she said college was freedom classes in her major animation were bearable but the others were a chore and she was soon skipping class again when she was a fourth year student she landed an internship as an assistant in an interior design firm and before long she was dating the man she worked for five years out of college she is still with the same man after graduating in 2012 she spent the following year without working living off her boyfriend i wasted that year she said at that time when you re stepping into society your dynamism that year is at its greatest you re daring enough to do anything she eventually found work as an interior designer often working until midnight marriage and children don t interest her given her traumatic childhood and family life she lives with her boyfriend in the flat that he owns and she hopes to be able to buy one of her own a tough proposition in a country where property prices keep soaring you discover that life s pressures get bigger and bigger whether it s pressure from outside or the kind that comes from your parents it s all big pressure she said with a stoic nod of the head she said goodbye and passed through airport security the next day she tapped out a wechat message to her friends my father died today at 1137am more words would be meaningless,0,ISOT_REAL,,1,0.8574286767739341,0.8574286767739341
if lawmakers fail to avert the fiscal cliff 18 percent of the federal money that is sent to the states will be eliminated,1,LIAR,false,0,0.1449710731053584,0.8550289268946416
john boehner said the jobs of teachers and nurses and police officers and firefighters are government jobs that werent worth saving,1,LIAR,barely-true,0,0.14678021668279018,0.8532197833172098
says walmart employees represent the largest group of medicaid and food stamp recipients in many states costing the taxpayer 1000 per worker,0,LIAR,mostly-true,1,0.8524573878098195,0.8524573878098195
kendrick meek was 1 in florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care,1,LIAR,barely-true,0,0.14899059107127166,0.8510094089287283
the crime rate in some atlanta neighborhoods has dropped by 35 to 51 percent,1,LIAR,false,0,0.15013807747625652,0.8498619225237435
we import more oil today than ever before,1,LIAR,false,0,0.15357334317681368,0.8464266568231863
georgia has the most restrictive ballot access laws in the country elections maryn independent 0 0 0 0 0 a television interview 3666json false on whether the federal debt limit should be raised federalbudget barackobama president illinois democrat 70 71 160 163 9 an interview with george stephanopoulos 4608json halftrue when george w bush was governor of texas the percentage uninsured went down under his successor rick perry its gone up childrenhealthcarenewhampshire2012 mittromney former governor massachusetts republican 34 32 58 33 19 a republicam debate in hanover nh 11023json false says his bookthe art of the dealis the no 1 selling business book of all time candidatesbiographyjobaccomplishments donaldtrump presidentelect new york republican 63 114 51 37 61 remarks on cnn 2096json halftrue democrats in the 1930s wanted president franklin roosevelt to be more conservative historypunditsabcnewsweek georgewill columnist maryland columnist 7 6 3 5 1 a roundtable discussion on abcs this week 12853json true says danny tarkanian wants to defund planned parenthood and would outlaw a womans right to choose even in cases of rape or incest abortion jackyrosen nevada democrat 0 0 0 0 0 a press release 12670json pantsfire condemning violence against the police and urging support for the police is markedly absent from president barack obamas public remarks criminaljustice williamjohnson organization 0 0 0 0 1 an interview on fox news 1508json halftrue florida leads the nation in elected officials charged with crimes,0,LIAR,true,1,0.8440387084909152,0.8440387084909152
by the time i finish this speech two americans will be slain six women will be raped 27 of us will be robbed and 50 more will be beaten,0,LIAR,mostly-true,1,0.8416051091990495,0.8416051091990495
i used my lineitem veto authority to veto 360 million dollars in special interest spending so that our budget this year is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor,1,LIAR,false,0,0.16171479785827952,0.8382852021417204
charlie crist attacks me for positions he held like six months ago when he was running in the republican primary,1,LIAR,barely-true,0,0.16241490243021683,0.8375850975697832
religion of peace ht weasel zippers,1,ISOT_FAKE,,0,0.16270896661701179,0.8372910333829882
the pass rate for a high school level test to join the military is 35 to 40 percent,1,LIAR,false,0,0.1650005834028317,0.8349994165971684
says democratic legislators this year dont want to cut your taxes under any circumstances,1,LIAR,pants-fire,0,0.16566441345677907,0.8343355865432209
says greg abbott converted over 1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mailin ballots,1,LIAR,false,0,0.16575307320541893,0.8342469267945811
isis camp a few miles from texas mexican authorities confirm,1,LIAR,false,0,0.16620563895748386,0.8337943610425161
we did not seek an impeachment of president bush,1,LIAR,barely-true,0,0.16636713324148802,0.833632866758512
attorney general jeff sessions announced today that the doj is taking steps to reduce the amount of leaking from the white housesessions said during his friday press briefing that everyone in government can do better and must practice more discipline when it comes to the leaking of classified information simply put these leaks hurt our country sessions said all of us in government can do better to prevent these leaks every agency and congress have to do better sessions said we are taking a stand this culture of leaking must stop sessions said that there are multiple steps being taken by the national insider threat task force to prosecute those who leak classified information since january the department has more than tripled the number of active leak investigations compared to the number pending at the end of the last administration sessions said and we ve already charged four people with unlawfully disclosing classified material or with concealing contacts with federal officers he saidag sessions also said he s considering reviewing policies involving media subpoenas,1,ISOT_FAKE,,0,0.1668118146197412,0.8331881853802587
about 70 percentof republicans nationwide dont think donald trump is the right guy to take on hillary clinton in november,0,LIAR,mostly-true,1,0.8330581913951627,0.8330581913951627
eighty percent of wall street executives and their spouses donations go to democrats,1,LIAR,false,0,0.16741567228914075,0.8325843277108592
thanks to the transpacific partnership vietnam is drafting and presenting unprecedented labor reforms changing their constitution to recognize worker organizations in vietnam for the first time,0,LIAR,half-true,1,0.8314392295159576,0.8314392295159576
nondefense discretionary spending has increased by over 80 percent in the last two years,1,LIAR,false,0,0.16881439762929362,0.8311856023707064
a man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone,0,LIAR,true,1,0.8310449402643976,0.8310449402643976
claims joe biden said coal is more dangerous than terrorists,1,LIAR,barely-true,0,0.17038881075816648,0.8296111892418335
state budget cuts for local schools resulted in nearly 4000 educator layoffs,1,LIAR,false,0,0.17042358258564194,0.8295764174143581
says russ feingold wanted to get money out of politics now hes profiting from that same dark money,0,LIAR,half-true,1,0.8284194852143019,0.8284194852143019
the fulton county vote count will be finished by 1130 pm on election night,0,LIAR,mostly-true,1,0.8278524133923879,0.8278524133923879
thanks to president bushs policiesthe income gap is now higher than at any time since the great depression,0,LIAR,half-true,1,0.8247519831734405,0.8247519831734405
its just been announced that the residents of florida are going to experience a massive doubledigit premium hike,0,LIAR,half-true,1,0.8242788966149216,0.8242788966149216
austin is burdened by the fastestgrowing tax increases of any major city in the nation,1,LIAR,false,0,0.17585717534625817,0.8241428246537419
on the coal industry,1,LIAR,false,0,0.17691372439462189,0.8230862756053781
mccain said no to higher fuelefficiency standards for cars,1,LIAR,barely-true,0,0.1773694353023572,0.8226305646976428
said the washington post argued that a failure to pass the start treaty this year would be no calamity and that the associated press saidthe administration concedes the security risk is not immediate,0,LIAR,half-true,1,0.8219806595280934,0.8219806595280934
what the district of columbia was trying to dowith its handgun ban was to protect toddlers from guns,0,LIAR,half-true,1,0.821837797764487,0.821837797764487
44 of homeless people are employed,0,LIAR,half-true,1,0.821650776698505,0.821650776698505
us rep john barrow of georgia has helped support the implementation of obamacare,1,LIAR,barely-true,0,0.17871012898821723,0.8212898710117827
